WEO Subject Code;Country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
NGDP_RPCH;Bosnia and Herzegovina;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10.750;4.442;2.362;5.053;3.858;6.257;3.868;5.691;5.979;5.594;-2.719;0.842;0.958;-1.207;2.478;0.800;2.300
PCPIPCH;Bosnia and Herzegovina;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.841;4.973;4.573;0.313;0.547;0.282;3.582;6.128;1.492;7.434;-0.381;2.123;3.675;2.049;-0.093;-0.900;0.583
GGXCNL_NGDP;Bosnia and Herzegovina;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.741;-5.059;-7.467;-3.941;-2.626;-0.065;-0.421;0.354;2.210;0.491;-3.219;-5.449;-4.137;-2.841;-2.654;-1.944;-3.048;-2.383
BCA_NGDPD;Bosnia and Herzegovina;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-6.588;-8.706;-7.146;-12.905;-17.629;-19.193;-16.142;-17.085;-7.895;-9.361;-14.128;-6.558;-6.167;-9.644;-9.238;-5.933;-7.056;-8.961
NGDP_RPCH;Botswana;12.020;8.154;15.874;10.793;6.517;7.695;8.616;14.890;23.420;4.665;8.787;6.237;-0.208;4.027;-0.786;8.004;4.438;9.729;10.366;9.841;5.887;0.250;6.070;4.625;2.705;4.558;7.959;8.682;3.901;-7.840;8.593;6.183;4.257;5.886;4.942;4.157
PCPIPCH;Botswana;12.127;16.300;11.200;10.500;8.600;8.100;10.000;9.800;8.400;11.600;11.400;12.600;16.500;14.400;10.600;10.500;10.100;8.900;6.510;7.816;8.534;6.565;8.026;9.185;6.988;8.610;11.553;7.077;12.623;8.108;6.950;8.464;7.533;5.775;3.926;3.677
GGXCNL_NGDP;Botswana;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.563;-2.944;-3.958;-0.221;1.302;10.174;12.957;5.514;-7.460;-13.489;-7.486;-0.147;0.799;5.376;0.390;0.683
BCA_NGDPD;Botswana;-12.505;-28.479;-12.855;-6.351;-4.760;7.130;6.974;25.743;6.118;13.899;-0.460;7.370;4.693;9.577;5.069;6.150;9.799;13.573;3.042;9.678;9.394;12.294;5.246;9.066;3.912;16.294;19.254;15.096;-1.076;-11.218;-5.995;-0.579;-3.495;10.380;17.120;18.203
NGDP_RPCH;Brazil;9.190;-4.400;0.596;-3.400;5.307;7.901;7.544;3.601;0.264;3.200;-4.168;1.031;-0.467;4.665;5.334;4.417;2.190;3.388;0.355;0.490;4.383;1.279;3.072;1.223;5.661;3.149;3.999;6.006;5.019;-0.236;7.572;3.916;1.762;2.744;0.145;-1.026
PCPIPCH;Brazil;90.227;101.725;100.543;135.028;192.122;225.989;147.143;228.336;629.115;1,430.723;2,947.733;477.387;1,022.451;1,927.381;2,075.827;66.008;15.757;6.926;3.196;4.859;7.044;6.840;8.450;14.714;6.598;6.870;4.184;3.641;5.678;4.888;5.039;6.636;5.404;6.204;6.329;7.839
GGXCNL_NGDP;Brazil;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-5.327;-5.584;-7.194;-5.153;-3.311;-3.170;-4.413;-5.171;-2.875;-3.537;-3.569;-2.740;-1.534;-3.192;-2.718;-2.468;-2.574;-3.055;-6.229;-5.289
BCA_NGDPD;Brazil;-8.417;-6.711;-8.725;-4.561;0.027;-0.096;-2.057;-0.480;1.249;0.226;-0.797;-0.337;1.540;-0.132;-0.301;-2.337;-2.752;-3.435;-3.854;-4.209;-3.686;-4.144;-1.496;0.747;1.744;1.568;1.232;0.111;-1.664;-1.458;-2.140;-2.008;-2.249;-3.397;-3.880;-3.663
NGDP_RPCH;Brunei Darussalam;n/a;n/a;n/a;n/a;n/a;n/a;-2.778;0.311;-0.360;2.206;1.085;3.148;4.759;0.301;3.149;4.477;2.881;-1.475;-0.560;3.053;2.853;2.745;3.872;2.903;0.504;0.388;4.397;0.154;-1.938;-1.765;2.598;3.430;0.948;-1.750;-0.698;-0.470
PCPIPCH;Brunei Darussalam;n/a;n/a;n/a;1.166;3.098;2.300;1.776;1.275;1.193;1.310;2.133;1.583;1.259;4.288;2.448;5.972;1.965;1.705;-0.424;-0.008;1.174;0.603;-2.288;0.300;0.897;1.087;0.154;0.966;2.085;1.043;0.216;0.142;0.108;0.382;-0.240;0.000
GGXCNL_NGDP;Brunei Darussalam;n/a;n/a;n/a;n/a;n/a;36.589;8.757;4.713;-4.250;-6.448;-2.274;-1.506;-10.936;-17.382;-33.112;-29.905;-12.257;-15.983;-31.716;-22.937;7.601;2.865;-5.112;8.932;9.491;18.007;22.116;3.435;40.003;3.831;8.412;28.084;16.855;14.073;14.077;-15.627
BCA_NGDPD;Brunei Darussalam;n/a;n/a;n/a;n/a;n/a;82.573;87.777;88.876;92.588;78.768;71.904;69.296;44.673;31.981;39.003;33.696;29.360;26.922;20.367;35.317;49.961;46.461;40.170;44.279;42.239;47.289;50.147;47.818;48.940;40.253;45.453;36.390;34.054;34.503;23.561;-9.785
NGDP_RPCH;Bulgaria;5.700;5.300;4.200;3.000;4.600;1.800;5.300;4.700;2.400;-0.500;-9.100;-10.755;-8.426;-11.625;-3.665;-1.601;-8.043;-5.842;4.119;2.277;5.394;3.799;4.480;5.357;6.560;5.955;6.470;6.907;5.755;-5.012;0.655;1.982;0.492;1.066;1.705;1.200
PCPIPCH;Bulgaria;--;0.002;2.800;2.800;2.800;2.800;2.700;2.700;2.500;6.404;23.900;333.500;82.000;72.804;96.000;62.100;123.000;1,061.206;18.671;2.573;10.317;7.365;5.807;2.348;6.149;6.041;7.418;7.571;11.950;2.472;3.036;3.389;2.389;0.383;-1.600;-1.028
GGXCNL_NGDP;Bulgaria;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.600;-0.575;-0.617;0.003;1.608;2.230;3.291;3.143;2.791;-0.887;-3.926;-1.897;-0.448;-1.795;-3.710;-3.032
BCA_NGDPD;Bulgaria;3.455;0.410;0.570;0.113;1.578;-0.468;-3.701;-2.418;-0.826;-1.551;-7.824;-3.591;-4.141;-23.296;-0.383;-0.186;0.150;3.886;-0.455;-4.742;-5.253;-5.352;-2.319;-5.204;-6.260;-11.474;-17.325;-24.323;-22.449;-8.637;-1.450;0.083;-1.119;2.253;0.045;0.224
NGDP_RPCH;Burkina Faso;4.035;2.661;1.400;-1.200;1.600;11.300;7.955;-0.236;5.796;2.150;-0.603;9.070;0.233;3.461;1.315;5.716;11.015;6.317;7.308;6.242;2.934;6.609;4.353;7.810;4.478;8.665;6.252;4.108;5.800;2.962;8.446;6.627;6.453;6.616;4.024;4.977
PCPIPCH;Burkina Faso;12.259;7.556;12.058;8.346;4.847;7.054;-2.700;-2.850;4.191;-0.322;-0.807;2.502;-1.991;0.614;24.720;7.772;6.109;2.929;4.972;-1.138;-0.137;4.727;2.300;2.040;-0.400;6.409;2.336;-0.233;10.668;0.864;-0.608;2.769;3.817;0.525;-0.258;0.735
GGXCNL_NGDP;Burkina Faso;n/a;n/a;n/a;n/a;n/a;0.214;-2.129;-1.446;-1.557;6.147;2.822;0.172;0.711;-4.285;-2.122;-2.975;-1.873;-2.972;-2.921;-3.734;-3.405;-4.002;-4.984;-2.014;-4.719;-5.498;16.139;-5.640;-4.080;-4.679;-3.042;-1.374;-3.109;-3.909;-1.938;-2.574
BCA_NGDPD;Burkina Faso;-1.162;-1.966;-4.825;-3.541;0.518;-4.327;-1.846;-3.731;-4.131;-1.113;-4.219;-5.118;-4.723;-4.484;-0.977;-3.874;-8.153;-8.246;-6.803;-10.592;-12.106;-10.259;-9.278;-8.721;-10.964;-11.588;-9.337;-8.258;-11.454;-4.529;-1.989;-1.487;-4.492;-6.612;-6.136;-8.071
NGDP_RPCH;Burundi;-6.825;12.164;-1.054;3.715;0.155;11.784;3.250;5.503;5.031;1.349;3.458;5.781;1.007;-6.236;-3.829;-7.919;-8.001;0.413;4.752;-1.009;-0.857;1.665;2.354;2.470;3.767;4.371;5.414;3.440;4.907;3.803;5.053;4.190;4.018;4.472;4.737;4.796
PCPIPCH;Burundi;1.200;12.178;5.854;8.158;14.301;3.821;1.668;7.108;4.490;11.667;6.991;9.011;5.328;9.714;14.713;19.361;26.416;31.122;12.527;3.375;24.306;7.868;-1.258;10.574;8.177;13.253;2.744;8.412;24.407;10.557;6.496;9.583;18.176;7.938;4.421;5.000
GGXCNL_NGDP;Burundi;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.242;-0.230;-2.596;-2.274;-6.873;-3.007;-3.574;-5.075;-1.479;-3.898;-1.035;-4.731;-3.558;-3.599;-1.007;-2.510;-2.704;-5.145;-3.637;-3.928;-3.672;-1.662;-3.448;-2.302
BCA_NGDPD;Burundi;-7.145;-5.541;-9.927;-9.786;-9.543;-5.924;-5.530;-9.772;-7.227;-7.219;-11.853;-4.294;-6.473;-1.190;0.234;0.896;-4.109;-0.118;-5.252;-4.071;-5.763;-4.187;-0.398;-3.046;-6.324;-4.906;-21.464;-5.358;-0.975;1.718;-12.202;-13.616;-17.263;-18.431;-17.592;-13.276
NGDP_RPCH;Cabo Verde;5.263;8.450;2.822;9.523;3.780;8.643;2.872;4.308;5.997;5.698;0.692;1.403;3.045;7.310;6.930;7.492;6.694;7.639;8.413;11.860;7.267;6.138;5.283;7.502;4.927;5.810;9.118;9.218;6.651;-1.270;1.467;3.969;1.197;0.524;1.002;3.008
PCPIPCH;Cabo Verde;15.071;20.680;21.127;20.155;9.677;5.882;11.111;3.750;3.614;4.651;11.111;7.587;13.429;5.828;3.344;8.410;6.010;8.574;4.399;4.348;-2.429;3.674;1.918;1.188;-1.891;0.434;4.842;4.394;6.793;0.990;2.079;4.474;2.543;1.512;-0.244;1.472
GGXCNL_NGDP;Cabo Verde;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-7.838;-4.499;-3.677;-6.003;-5.067;-0.941;-0.590;-5.943;-10.747;-7.653;-10.267;-9.007;-8.331;-7.831
BCA_NGDPD;Cabo Verde;-45.327;-15.345;-8.469;-7.878;-4.786;-3.404;0.939;5.316;-2.134;-8.951;-5.335;-4.808;-5.165;-8.305;-8.857;-10.079;-6.341;-5.507;-10.088;-12.558;-9.938;-9.711;-10.183;-10.181;-12.951;-3.119;-4.837;-12.943;-13.714;-14.629;-12.427;-16.287;-11.424;-3.958;-9.108;-9.574
NGDP_RPCH;Cambodia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;9.616;3.327;1.118;7.592;7.069;4.042;8.181;6.443;5.412;5.620;5.009;11.910;8.767;8.148;6.579;8.506;10.341;13.250;10.771;10.213;6.692;0.087;5.963;7.070;7.313;7.428;6.966;7.203
PCPIPCH;Cambodia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-31.248;23.000;63.800;141.800;191.000;75.000;114.319;10.440;10.077;7.147;10.503;12.899;1.996;-0.826;-0.117;-0.036;1.027;3.925;6.349;6.143;7.668;24.997;-0.663;3.997;5.478;2.925;2.955;3.852;-0.307
GGXCNL_NGDP;Cambodia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-7.536;-3.724;-5.358;-3.802;-4.815;-5.146;-6.381;-6.169;-3.562;-0.384;-0.172;-0.725;0.276;-4.244;-2.849;-4.076;-3.794;-2.123;-0.846;-3.103
BCA_NGDPD;Cambodia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.009;-1.644;-3.436;-4.996;-7.043;1.307;-5.499;-4.821;-2.627;-0.970;-2.266;-3.560;-2.170;-3.824;-0.646;-1.855;-6.620;-6.917;-6.847;-10.166;-11.003;-12.237;-12.004;-10.028
NGDP_RPCH;Cameroon;9.900;17.051;7.563;6.844;7.468;8.107;6.791;-2.153;-7.865;-1.770;-6.161;-3.764;-3.050;-3.158;-2.495;3.304;5.000;5.100;5.050;4.400;4.150;4.514;4.009;4.031;3.702;2.297;3.222;3.257;2.885;1.932;3.269;4.140;4.598;5.582;5.136;5.045
PCPIPCH;Cameroon;7.697;7.530;15.330;20.510;12.100;4.200;4.300;2.800;1.700;1.600;1.500;-0.600;1.890;-3.720;12.660;25.800;3.600;4.100;3.900;2.900;0.800;4.450;2.817;0.630;0.250;1.993;4.906;1.125;5.338;3.040;1.279;2.940;2.382;2.050;1.853;2.000
GGXCNL_NGDP;Cameroon;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.753;0.717;1.744;0.655;-0.543;3.562;32.832;4.669;2.232;-0.048;-1.085;-2.598;-1.590;-3.951;-5.135;-6.034
BCA_NGDPD;Cameroon;-4.412;-5.985;4.379;2.049;3.822;3.711;-2.877;-5.575;-4.472;-1.835;-3.909;-1.978;-2.239;-4.765;-3.845;-0.787;-3.577;-2.489;-2.250;-3.510;-4.847;-5.821;-5.119;-1.776;-3.380;-3.400;1.561;1.379;-1.193;-3.052;-2.760;-2.722;-3.613;-3.784;-4.208;-4.850
NGDP_RPCH;Canada;2.163;3.503;-2.859;2.718;5.814;4.780;2.421;4.253;4.974;2.619;0.193;-2.092;0.875;2.339;4.804;2.738;1.680;4.253;4.138;4.997;5.123;1.688;2.802;1.925;3.139;3.163;2.622;2.008;1.175;-2.711;3.374;2.960;1.923;2.004;2.532;2.157
PCPIPCH;Canada;10.183;12.462;10.803;5.816;4.339;3.951;4.174;4.365;4.061;4.957;4.765;5.615;1.493;1.865;0.136;2.189;1.580;1.612;0.987;1.744;2.738;2.507;2.276;2.742;1.841;2.230;2.018;2.131;2.385;0.299;1.769;2.890;1.530;0.952;1.900;0.862
GGXCNL_NGDP;Canada;-3.939;-2.670;-6.935;-8.101;-7.699;-8.525;-7.051;-5.301;-4.194;-4.469;-5.713;-8.272;-9.055;-8.638;-6.600;-5.205;-2.728;0.249;0.218;1.793;2.935;0.753;0.033;0.058;1.007;1.671;1.796;1.458;-0.302;-4.521;-4.928;-3.746;-3.135;-2.811;-1.760;-1.703
BCA_NGDPD;Canada;-2.219;-4.085;0.572;-0.741;-0.388;-1.609;-3.016;-3.188;-3.007;-3.919;-3.407;-3.748;-3.673;-3.886;-2.408;-0.860;0.387;-1.380;-1.397;0.117;2.512;2.139;1.665;1.150;2.281;1.853;1.368;0.779;0.116;-2.920;-3.513;-2.666;-3.272;-2.971;-2.201;-2.601
NGDP_RPCH;Central African Republic;-2.995;12.954;-3.572;-6.027;9.912;3.733;7.193;-4.289;1.718;1.553;-3.805;-2.003;-3.224;-1.439;3.987;4.921;-8.092;7.511;3.906;3.554;1.900;0.396;0.268;-6.834;2.632;2.468;4.771;4.608;2.054;1.709;3.047;3.301;4.113;-36.047;1.010;5.676
PCPIPCH;Central African Republic;13.300;14.660;13.243;14.558;2.604;10.457;2.411;-6.986;-3.934;0.645;-0.203;-2.848;-0.757;-2.909;24.550;19.200;3.723;1.597;-1.871;-1.415;3.202;3.843;2.298;4.353;-2.244;2.885;6.694;0.935;9.262;3.522;1.491;1.195;5.478;6.989;14.958;5.156
GGXCNL_NGDP;Central African Republic;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-6.915;-4.207;-4.897;-7.439;-4.675;3.995;-7.680;-1.598;-6.789;-0.388;-0.220;0.112;-1.969;-0.883;-1.187;-3.262;-1.791;-4.588;9.036;1.079;-1.256;-0.589;-1.451;-2.373;0.010;-6.298;1.944;-4.789
BCA_NGDPD;Central African Republic;-17.514;-7.656;-12.177;-13.232;-9.825;-3.229;-4.421;-6.806;-3.379;-2.506;-6.170;-4.837;-12.400;-6.567;-2.786;-8.448;-3.402;-3.113;-6.232;-1.531;-1.429;-1.861;-1.694;-2.279;-1.778;-6.587;-3.024;-6.229;-9.943;-9.055;-10.151;-7.561;-4.601;-2.979;-6.170;-11.147
NGDP_RPCH;Chad;-6.008;-10.805;5.376;15.659;5.256;7.897;5.966;3.647;7.544;1.952;3.202;10.402;2.392;-2.074;5.494;-0.775;2.115;5.653;6.952;-0.683;-0.880;11.658;8.491;14.722;33.629;7.935;0.648;3.271;3.053;4.220;13.548;0.083;8.882;5.694;6.893;7.588
PCPIPCH;Chad;8.635;8.128;6.429;7.875;20.300;5.071;-13.054;-2.730;14.900;-4.900;0.500;4.200;-3.800;-10.874;41.272;5.364;11.331;5.572;4.259;-8.447;3.823;12.431;5.192;-1.753;-4.803;3.675;7.707;-7.440;8.337;10.103;-2.123;1.891;7.676;0.221;1.681;3.244
GGXCNL_NGDP;Chad;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.052;-3.711;-3.346;-2.245;-5.279;-6.073;-4.585;-5.292;-5.598;-2.387;-0.069;2.226;2.535;3.627;-9.218;-4.161;2.393;0.475;-2.072;-4.200;-3.407
BCA_NGDPD;Chad;1.667;2.684;2.195;4.497;0.997;-8.873;-4.904;-1.860;1.590;-3.384;-2.498;-3.624;-4.544;-7.077;-2.827;-10.413;-10.802;-11.129;-7.788;-9.744;-13.594;-29.759;-84.105;-43.796;-15.146;1.045;4.593;8.184;3.724;-9.167;-8.955;-5.635;-8.691;-9.025;-8.740;-10.476
NGDP_RPCH;Chile;7.945;6.212;-13.588;-2.802;5.886;1.968;5.596;6.581;7.288;10.605;3.671;7.945;12.209;6.926;5.666;10.487;7.357;6.606;3.267;-0.709;4.469;3.342;2.170;3.387;6.797;6.305;5.825;5.207;3.232;-1.030;5.741;5.753;5.526;4.316;1.836;2.711
PCPIPCH;Chile;35.138;19.687;9.941;27.257;19.860;30.703;19.477;19.881;14.684;17.028;26.036;21.784;15.426;12.728;11.443;8.233;7.359;6.134;5.110;3.337;3.843;3.569;2.489;2.810;1.055;3.052;3.392;4.408;8.716;1.484;1.411;3.340;3.007;1.928;4.395;2.964
GGXCNL_NGDP;Chile;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.327;1.602;2.145;1.438;1.456;3.133;2.099;2.061;0.394;-2.027;-0.695;-0.496;-1.174;-0.418;2.047;4.540;7.448;7.927;4.132;-4.089;-0.366;1.407;0.687;-0.471;-1.416;-2.089
BCA_NGDPD;Chile;-6.868;-13.928;-9.093;-5.427;-10.548;-8.234;-6.458;-3.378;-0.902;-2.338;-1.474;-0.261;-2.080;-5.181;-2.788;-1.836;-3.969;-4.314;-4.806;0.132;-1.151;-1.543;-0.827;-1.089;2.616;1.537;4.599;4.090;-3.229;2.044;1.735;-1.232;-3.631;-3.661;-1.160;-1.154
NGDP_RPCH;China;7.910;5.200;9.100;10.900;15.200;13.500;8.800;11.600;11.300;4.100;3.800;9.200;14.200;14.000;13.100;10.933;10.000;9.300;7.800;7.600;8.400;8.300;9.100;10.010;10.100;11.300;12.677;14.200;9.635;9.214;10.410;9.300;7.763;7.751;7.364;6.762
PCPIPCH;China;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.100;3.400;6.400;14.700;24.100;17.100;8.300;2.800;-0.800;-1.400;0.400;0.700;-0.800;1.200;3.900;1.800;1.500;4.800;5.900;-0.700;3.300;5.400;2.646;2.624;1.988;1.200
GGXCNL_NGDP;China;n/a;n/a;0.219;-0.009;0.069;0.917;-0.343;-0.696;-0.957;-0.910;-0.705;-1.017;-1.206;-0.862;-1.629;-0.920;-0.714;-0.713;-1.066;-2.296;-2.876;-2.628;-2.904;-2.404;-1.516;-1.403;-1.128;0.060;-0.025;-1.774;-1.233;0.560;0.019;-1.102;-1.140;-1.930
BCA_NGDPD;China;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.097;3.011;1.918;1.713;1.321;2.434;2.608;3.545;5.788;8.300;10.078;9.248;4.764;3.997;1.861;2.568;1.931;2.021;3.178
NGDP_RPCH;Colombia;4.429;2.277;0.948;1.574;3.351;3.107;5.824;5.369;4.064;3.414;4.282;2.372;4.353;5.710;5.147;5.202;2.056;3.430;0.570;-4.204;2.925;1.678;2.504;3.918;5.333;4.707;6.698;6.901;3.547;1.652;3.972;6.590;4.044;4.936;4.553;3.396
PCPIPCH;Colombia;25.932;27.454;24.665;19.696;16.156;24.050;18.842;23.302;28.126;25.878;29.124;30.354;27.031;22.455;22.846;20.892;20.798;18.470;18.677;10.874;9.225;7.966;6.352;7.130;5.904;5.051;4.293;5.544;6.997;4.203;2.272;3.415;3.169;2.017;2.899;3.350
GGXCNL_NGDP;Colombia;n/a;n/a;-4.317;-3.805;-3.878;-2.491;-1.946;-0.602;-0.900;-1.455;-0.407;0.350;-0.067;-0.240;-0.138;-1.001;-2.500;-3.234;-3.872;-5.379;-2.937;-2.900;-3.434;-2.689;-1.264;-0.014;-0.992;-0.847;-0.253;-2.794;-3.298;-1.985;0.081;-0.946;-1.394;-3.216
BCA_NGDPD;Colombia;-0.032;-3.408;-5.332;-5.254;-3.931;-3.294;1.103;-0.041;-0.395;-0.367;0.972;4.098;1.279;-2.866;-3.769;-4.170;-3.886;-5.126;-4.473;0.696;0.710;-1.268;-1.591;-1.209;-0.895;-1.416;-1.906;-2.981;-2.752;-2.172;-3.184;-3.054;-3.205;-3.390;-5.012;-5.755
NGDP_RPCH;Comoros;7.383;5.462;4.058;3.093;4.167;2.000;2.000;1.638;2.688;-3.181;5.091;-5.396;8.531;3.006;-5.277;3.610;-1.340;4.216;1.153;1.924;1.417;3.329;4.150;2.474;-0.239;4.230;1.242;0.492;0.975;1.810;2.051;2.227;2.961;3.518;3.349;3.520
PCPIPCH;Comoros;13.329;6.500;15.211;9.210;6.055;8.382;-11.289;3.300;0.290;4.440;-7.390;1.700;-1.400;2.000;23.762;3.150;2.400;1.500;1.200;1.100;5.900;5.571;3.578;3.713;4.496;3.007;3.389;4.486;4.816;4.789;3.899;2.231;5.910;1.571;2.850;2.500
GGXCNL_NGDP;Comoros;n/a;n/a;n/a;n/a;-9.808;-7.640;-6.827;-4.534;-3.898;-2.158;-1.499;-3.597;-3.319;-0.918;-7.097;-7.263;-5.781;-2.175;-5.475;-0.724;-1.909;-3.601;-3.634;-3.439;-1.681;0.055;-2.571;-2.016;-2.519;0.606;7.018;1.441;3.260;17.802;-0.271;-1.182
BCA_NGDPD;Comoros;-6.575;-6.878;-9.737;-10.121;-31.081;-12.389;-9.654;-10.877;-3.141;2.721;-4.190;-4.153;-5.331;3.632;-3.885;-8.177;-11.990;-11.923;-12.814;-5.840;-1.624;2.331;-0.442;-4.449;-8.712;-11.759;-10.808;-10.111;-18.723;-15.383;-15.900;-22.072;-14.653;-14.620;-10.621;-14.119
NGDP_RPCH;Democratic Republic of the Congo;2.405;0.945;-0.454;1.410;4.844;0.464;4.720;2.671;0.465;-1.260;-6.568;-8.445;-10.462;-13.468;-3.867;0.661;-1.114;-5.409;-1.737;-4.270;-6.900;-2.100;2.948;5.578;6.738;6.135;5.321;6.259;6.226;2.855;7.079;6.865;7.158;8.465;9.093;9.185
PCPIPCH;Democratic Republic of the Congo;40.039;34.884;37.069;76.730;52.630;23.460;46.730;90.370;82.749;104.065;81.295;2,154.440;4,129.170;1,986.900;23,773.100;541.801;617.000;199.000;29.145;284.900;550.000;357.280;25.316;12.817;4.001;21.394;13.211;16.713;17.966;46.221;23.464;15.538;2.134;0.807;1.000;2.365
GGXCNL_NGDP;Democratic Republic of the Congo;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.475;-1.841;-2.019;-1.565;-1.846;-2.139;-0.137;-5.040;-1.721;-0.262;1.857;-0.199;-1.116;1.251;2.460;-0.478;1.817;3.119;2.592;1.579
BCA_NGDPD;Democratic Republic of the Congo;-0.370;-0.883;-0.800;-0.551;0.102;-0.288;-1.238;-3.205;-1.489;-2.155;-1.726;-2.346;-2.085;-0.786;-1.079;0.061;-0.116;-0.695;-2.021;-0.588;0.450;2.953;4.794;2.019;-0.536;-3.252;0.334;3.220;-0.789;-6.132;-10.590;-5.374;-6.176;-11.111;-9.550;-10.697
NGDP_RPCH;Republic of Congo;12.678;2.613;2.410;2.393;2.375;2.359;2.343;2.327;21.908;21.269;1.003;2.395;2.612;-0.980;-5.493;3.985;4.290;-0.625;3.738;-2.582;7.576;3.803;4.582;0.813;3.477;7.756;6.236;-1.582;5.572;7.469;8.743;3.410;3.813;3.322;6.021;5.160
PCPIPCH;Republic of Congo;7.296;0.782;3.454;3.471;3.488;3.505;3.521;3.537;-13.013;-9.582;0.343;9.358;-3.162;-4.100;46.402;6.328;7.375;12.688;2.236;3.013;0.509;0.844;2.985;1.690;3.670;2.466;4.658;2.595;6.020;4.339;5.000;1.760;5.010;4.632;0.912;3.002
GGXCNL_NGDP;Republic of Congo;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.388;-12.462;-14.005;-12.470;-13.300;-8.231;10.171;3.584;-6.860;-5.549;1.129;6.357;-0.338;0.403;3.644;14.637;16.646;9.389;23.381;4.801;16.081;16.454;6.446;8.527;1.951;-6.847
BCA_NGDPD;Republic of Congo;18.009;21.325;18.692;12.661;6.121;1.606;3.434;6.446;3.012;4.977;22.297;4.127;14.519;2.892;-31.521;-48.044;-32.325;-6.283;-28.509;-10.104;5.951;-4.775;-4.763;0.935;-10.581;0.444;2.826;-6.507;-0.550;-14.111;7.460;4.678;-2.383;-4.843;-6.217;-11.257
NGDP_RPCH;Costa Rica;0.752;-2.264;-7.286;4.156;8.028;0.722;5.536;4.765;3.432;5.666;3.600;2.263;9.152;7.414;4.730;3.921;0.887;5.578;8.398;8.222;1.800;1.076;2.902;6.405;4.259;5.886;8.780;7.935;2.732;-1.016;4.954;4.518;5.168;3.437;3.500;3.800
PCPIPCH;Costa Rica;18.121;37.070;90.122;32.612;11.959;15.046;11.836;16.852;20.826;16.506;19.039;28.713;21.788;9.781;13.534;23.186;17.512;13.248;11.660;10.045;10.961;11.255;9.167;9.449;12.312;13.800;11.469;9.359;13.422;7.844;5.663;4.878;4.495;5.232;3.193;4.551
GGXCNL_NGDP;Costa Rica;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.468;-3.380;-4.914;-3.384;-3.418;-2.795;-1.441;0.316;-0.290;-3.600;-5.406;-4.282;-4.651;-5.631;-6.003;-5.790
BCA_NGDPD;Costa Rica;-13.723;-16.007;-9.207;-8.993;-4.262;-3.314;-1.680;-5.052;-3.479;-7.192;-7.833;-3.125;-4.766;-7.162;-4.862;-3.185;-2.325;-3.582;-3.479;-4.391;-4.496;-3.676;-5.087;-5.024;-4.256;-4.913;-4.540;-6.255;-9.341;-1.960;-3.530;-5.404;-5.315;-5.049;-4.468;-3.640
